text,rating
"Sebaiknya kalau mau ngirim barang...diperiksa dulu gan, kondisi  barangnya layak apa gak gitu loh.
(Isinya karatan semua)",1
Ada 1 bagian yg tidak ada,1
"Padahal udh beli lebih dari 2 malah kirim 2....
Aduh",2
BARANG TIDAK ADA...............................,1
Mantap...barang sesuai. Maaf telat,4
Batre hanya bertahan 20 mnit drop langsung pd saat menyetel mp3,1
"Produk buruk. Tidak bisa dipake, buang tempat sampah. Casing terbuka dan sim tidak bisa terbaca. Mending beli produk 2nd dari produk ini...",1
"Produk sesuai dan lumayan, makasih yaa",5
Kualitas sepatu baik model sesuai gambar pengiriman cepat packaging rapi,5
tampilan mouse nya beda sama yang lain,2
Bagus..  Pas harga n barang. Jos,5
Barang bagus. Berkualitas. Pengiriman baik packing rapi,5
"Mantap gan... 
Berfungsi dengan baik... 
Thx",5
Berfungsi dengan baik dan sesuai gambar,5
"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",1
Sangat buruk pdahal disitu pengirimanya sehari nyampenya seminggu,1
"Barang sudah sampai dengan baik... terima kasih...

review produk:
keren banget... warna merah/hitam sangat cocok dengan Note 2 warna Titanium Grey milik saya...

posisitf:
1. keren karena terbuat dari aircraft grade aluminium...
2. warna ngejreng bikin orang pada liatin...
3. ga copot walau HP terjatuh (dan sudah pernah terjatuh)
4. cukup tipis hanya bertambah 2mm dari ukuran hp sebenarnya...
5. bagian belakang agak naik jadi cover batere belakang dan lensa kamera tidak bergesek dengan tempat kita menaruh HP seperti meja, kursi, dll

Negatif:
1. licinnnnnn... jauh lebih licin dari silicon jacket... jadi ati2 kalo mo megang bisa meluncur jatuh ke bawah...

2. karena terdiri dari 2 pieces, baigan belakang tebal, tapi bagian depan yang berwarna aga tipis, jadi kalo pas mau dilepas casingnya bisa bengkok... memang bisa dibenerin lagi dengan cara ditekan2 ke meja atau permukaan yang keras dan rata, tapi harusnya ga selemas/setipis itu yah... kan kaget juga pas pertama kali mau buka abis keluarin dari dusnya, cangkang yang depan bengkok pas di bagian tombol rocker volume...

Udah gitu aja sih... tetep keren dan worth it sih kalo mau dipake... nanti kalo Note 4 uda keluar mau ganti juga pake casing kyk begini aja ah... hehehehe...",5
"Packing bagus, barang sesuai harga. Cepat sampai",4
Parah dah... Saya minta 34 dikasih 31,1
"sudah saya terima gan, terima kasih ya",5
Barang ga bisa berfungsi dg baik.,1
"bagus,  packing aman pake bublewrap.  ndak ada yang patah",5
"Pelyanan yg sangat baik, penuh tanggung jawab. Makasih banyak gan",5
"Barang kosong tp uang kembali kok, Thanks.. Hanya mungkin kedepan boleh ada interaksi sedikit sama konsumen sekedar menanyakan apa mau ganti barang atau tidak (kalo krn overload dgn pesanan lain jadi gak ada waktu konfirmasi ya itu mah resiko jualan).. Sekedar saran lho, thanks anyway gan",1
"Baterai ngedropan tiap 6jam abis padahal cuman stand by,pketan isinya cuman HP&amp;CAS gk ada dusbook....",1
Barang nya baru di pakai 10 menit udah low bat padahal di cas 1 malam,2
Isi product ga sesuai gambarnya dan pesanan,1
warna nya ga sesuaii dengan yg saya ingin kan,2
"Saya pesan 10 biji dengan berbagai warna merah, biru tua, hijau malah dikirim warna lain hitam semuanya. Parah",2
Minta kirim hitam malah kirim putih padahal udah di ksih keterangan klo kosong di cancel....,2
Mantap gan...barang sesuai gambar,5
kualitas barang ok dan pengiriman juga cepat. thanks seller,5
Ok gan...barangnya udh diterima dg baik..respon cepet,5
"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",1
"fast respons, harga terjangkau, pelayanan memuaskan...thx

recomended",5
Tolong tingkatkan respons cepat. Minta kirim gojek same day malah sampe nya besok.,1
mantap pas d pc saya..........nanti order lg yang lain bos..,5
Barang tidak sesuai deskripsi,1
"Sangat mengecwakan, pesan 2 sepatu yg dikirim hanya 1 sepatu, di wa dan dintelfon tidak permah mau bls dangkat,
udah gitu kualitas sepatu jelek, dijamin bakal kecewa beli disini",1
Maaf tidak sesuai deskripsi. Harusnya konfirmasi dulu sebelum kirim jika beda dengan deskripsi. Keterangan doff yg datang bening botolnya. Trims,2
"Thank you, respown cepat pesen langsung kirim. Produk oke pokoknya mantul. Makasihhhhhh bosq",5
"Barang sesuai pesanan, sip lah",5
Barang baru dipakai beberapa hari tidak bisa di clear bekas coretannya.,2
"respon penjual baik, barang bagus sesuai dgn foto, paket rapih dan pengiriman cepat.. ???",5
makasih barang dahsampe,4
"Barangnya tidak sesuai harapan,,payah!!!",1
Mantaaappp recomend banget,5
Biar bintang yg berbicara,5
suami saya happpy thanks seller ...,5
sangat tidak recommend. tidak sesuai gambar (kualitas sangat rendah). kipas mau copot. waktu sampai barang nya patah dan penjual tidak ada respon sama sekali.,1
kecil banget kecewa banget,1
"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",5
Fast reapon tiba dgn selamat trims ya,5
Kabel nya gak bisa ngecash. Buang2 duit,1
"sesuai deskripsi barang, fast respond, seller ramah, semoga awet",5
"Murah, berfungsi dgn baik. Semoga awet sampai lamaaaa. Recomended to save your budget.",5
"Saya kasih 2 bintang saja ya supaya lain kali diperhatikan barang yg dipajang judulnya apa. Judul barang sudah mencantumkan warna, jadi di keterangan pembeli saya tidak mencantumkan warna lagi, cuma ukuran. Untungnya saya juga males ribet mengembalikan dan minta tukar.",2
Cepat dan tepat sasaran ??????,5
Lumayan bagus walaupun masih agak telat pngiriman,2
Tidak sesuai masa ada merk Samsung nya kan di dekskripsi katanya kosong terus warna tidak sesuai,1
Beli 3. Cuma 1 yang bisa dipakai,1
Kayak sepatu bekas sudah mengelupas..,1
"Bata nama merek dan kualitas baik yg sudah lama dipercaya. Barangnya bagus, harganya cocok dan pelayanannya baik. Semoga sukses terus.",5
"Fast Seller,barang diterima dengan aman,sesuai dengan gambar,kualitas juga OK, Recommended ???",5
Pelayanan kurang memuaskan.slow respon sangat,1
Model bagus. Tp deskripsi specsnya salah smua. Saya lenganny kecil. Liat ini spek ny diameter 44mm jd saya beli. Trnyata 51mm kayak yg wrna kuning (pdhl saya naksir yg wrna kuning. Tp krn ini 44mm jd beli ini d. Lah trnyata sama aja ukurannya sama yg kuning). Jd bagong bgt kayak jam power ranger. Admin jg ga friendly. Ga mo ngaku salah,2
"Beli 2 biji, 2-2 patah di tmpt yg sama di bagian pertemuan per dgn suction.",1
barng sesuai pesanan..mungkin habis libur lebaran jadi agak lama pihak JNE mengirimnya...terima kasih,4
Barangnya rusak..kecewa berat,1
Thanks gan berfungsi dengan baik,5
Pengirimannya terlalu lama.... No rekomen deh,1
baterai cepat habis ....... packing juga kurang rapi,1
"Dipenyeki  lagi boss micnya.. yang penting bisa bunyi. ini kali ke 2 saya order. kecewa2, tau tunggu yang pertama dtg dolo .",1
Original dan kualitas baik,5
"Pengiriman cepat, barang sesuai",5
"Baik. Cepat sampe, bakal dicoba",4
Thanks gan.. paket sdh mendarat aman dan lengkap..sesuai deskripsi.. sukses selalu boss.,5
Pembelian kesekian kali. Thanks Seller,4
Batre hp cepat habis alias boros,2
walaupun brng sesuai untk pengiriman lama dan respon y,1
Barangnya pecah ketika sampai,1
"Tulisan &#34;SUPERCOPY&#34; atau REPLIKA sebaiknya ditulis lebih jelas lagi, ditambahkan di nama produk, kecuali jika memang mengincar juga pembeli yg kurang cermat seperti saya :p",2
barang sudah diterima kualitas kurang memuaskan,1
Barang rusak tdk ada suara padahal sdh konek. Malas komplain krn beli dgn barang lain,1
Barang belum dicoba. Tp bonusnya banyak. Thanks ya,5
Saya pikir bahannya bagus.. tp ya sudahlah.. wong harganya juga ga mahal... klu kawan2 punya selera yg lebih sy sarankan utk berfikir kembali mengambil produk ini krn memang pas2an...maklum ada harga ada kualitas...,2
Terimakasih kak hanya dengan 4jam barang sdh diterima,5
"Barang tidak fungsi, setiap pengiriman mohon dicek kembali....",1
jangan beli disini barangnya gak bagus,1
"Barang sudah sampai gan, terima kasih",5
Tidak memuaskan dan komplain lama respon.,1
Sangat kecewa dan menyesal,1
"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",1
"tdk sesuai ekspektasi, engirimannya lama...",2
"Nih gara&#34; salah pilih kurir jadi ane ngomel&#34;, mf soalnya ane juga di omelin pelanggan gara&#34; lama barangnya",1
"Barang rapih pengiriman cepat, terimakasih",5
Gunting kuku krg tajam jepitan uban jg,2
Sesuai dengan deskripsi dan berfungsi dengan baik.,5
Barang sdh sampe....trims gan,5
Trima kasih barang nya sudah sampai dan seauai dengan deakripsi,5
Nyonya besar jadi gk cape tangannya make ini... mantapp,5
Produk mendarat dengan baik dan bagus,5
"Kalo dibandingin gambar dgn asli, hasil jadinya ga serapi dan sekenceng yg ada di gambar. Berfungsi baik ya sepertinya. Cukup kokoh dan stabil. Oke lah harganya kan jg ga mahal2. Sarannya kalo mau pasang baiknya pake sarung tangan deh. Pegel jg jari masukin tiang2nya. Banyak cuiii..",4
"barang sesuai dengan yang saya pesan,",5
Terima kasih barang sudah sampai. Pengiriman cepet. siip... many thanks...,5
Makasih ya. Pelayanan super cepat. :),5
Kecewa bgt. Barang yg dtg bukan yg seharusnya. Saya udah konfirmasi dari brg dtg (hari kamis) tapi diabaikan. Setelah 2 hari dan setelah saya mengeluh kenapa chat saya diabaikan baru jwb disuruh kirim balik aja brg yg salah nanti brg yg saya beli dikirim ulang. PLISSSSSS deh kemana aja dr 2 hari yg lalu. Saya mau brg saya dtg plg lambat tgl 2 sep 2018. Masalah brg yg salah saya ngak mau tgg ongkirnya. Terserah mau gimana cr nya. Saya tunggu sampai tgl 2 kalo ngak brg ini jd milik saya. Toh dri depok ke jagakarsa ngak jauh. Bisa pakai gojek.,1
"Sangat mengecewakan. Sudah retur untuk perbaikan, kembali masih ada cacatnya pula. Untuk harga segini sangat tidak worth",1
"posisi semua port usb on semua lampu hidup, dicolok kabel ke 1 keyboard xternal - ok, docolok kabel ke 2 kabel speaker laptop, coba di lubang ke 3,4,5,6,7 semua lampu mati. kenapa gtu ya ...?",1
Barang sesuai di diskripsi,5
sesuai harga dan gambar mengiriman tepat waktu,5
"produk baik, kemasan rapi.. berfungsi dengan baik..",4
"Walaupun barang yang ente kirim rusak, tapi pelayanan ente memuaskan Bintang 6 akan saya berikan, toko ini not recomended, kapok dah belanja di toko ini.",1
"Trims, joystick sudah sampe (pengiriman cepat), seller fast response.",2
"Fast respon, good packing, and mntap",4
fast response.. harga ok...,5
"hdd sudah pernah dipakai kurang lebih 3 tahun, padahal di deskripsi ditulis baru.",1
Barang sampai dan sesuai dengan spesifikasi yang dijelaskan,4
"Order pakai Jnt tapi dikirim pakai POS 
Barang sesuai pesanan dan packing rapi.
Terimakasih",2
"Tidak berfungsi, saya coba diberbagai komputer tidak bisa koneksi dengan flashdis, kecewa",1
"Di deskripsi nya di tambahin &#34;barang replika&#34; biar gak kecewa pembeli nya.
Tombol pada jemblos.
Kecewa saya",1
"pelayanan kurang sigap, berhari2 dr nanya baik smpe kesel br dikasi resi itupun ga valid krn diganti pengiriman dan br diinfokan stlh brg dikirim,untung aja sampai,walaupun jelas bgt pake huruf besar minta warna kuning/hijau stabilo dikirim merah, ga memuaskan lah pokoknya pdhl udh beli mahal.",1
barang sudah sampai terimakasih,5
Bagus kualitas oke banget :),5
"Apakah sepatunya boleh di retur? Kualitas bahan kanan dan kiri berbeda, tebelnya beda, tinggi nya juga beda",1
"Barang diterima baik sesuai deskripsi, respon packing dan pengiriman aman dan lancar saat ini belum dipasang semoga berfungsi dg baik",5
"Barang sudah sampai dengan selamat karena packingnya rapih sekali. Semua berjaian baik. Tapi sayang, warna tidak sesuai dengan gambar.. :( Mungkin aku yang salah lihat.. Terimakasih..",5
bagus namun untuk kabel cat 6 agak susah masuk karena kabel nya lebih tebal,5
"saya pesan warna putih tapi yang dikirim warna abu, tolong lebih teliti dan mengecek barang sebelum dikirim.",2
Ini kedua kalinya saya pesan dan tidak mengecewakan....,5
"Kualitas barang sangat buruk, not recomended",1
"Respon cepat,barang sesuai deskripsi",5
Tidak sesuai di gambar ya..tp harga segitu..ya sudah lah ya.  ....,2
"received with thanks,,,,,,,,,,,,,,,,,",5
"Tombol nya mudah kendor,  mungkin karena per nya yg kurang bagus, packing rapih dan aman",4
"Barang oke,  respon oke.....",4
Kondisi barang tidak terlalu persis seperti digambar dan jahitannya kurang rapi takutnya dipakai sekali bisa sobek.,2
"Beli 3 produk, 2 biji baterai nya bocor, 1 biji kaga bisa di charge, mao kirim balik , ongkir dll susah",1
Pesanan sdh sampai......... lsg saya pakai.... tks,4
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah barang juga yang dikirim,2
"Bagus, pelayanan cepat",5
barang nya udah diterima imut dan bagus. thanks,5
"Barang sesuai, tapi sayang rusak gak bisa dipakai",1
"Order bareng charger laptop, tapi yang dikirim cuma charger saja, Hardisk tidak dikirim tanpa konfirmasi sebelumnya, harusnya kalau stok kosong di infokan dong, biar bisa nyari ditempat lain jadi gak rugi waktu. untung dana bisa kembali lagi. Trima kasih tokopedia. Buat seller lain kali yang teliti ya.",2
"Kualitas barang bagus, Hanya lebih kecil dari yang warna gold, warnanya bikin klop. Thanks",4
"cepet juga sampenya,,barang lagi d coba pake,,sesuai karakter main apa gak,,tapi keren kok,,sukses selalu",4
Bahan nya bagus gak nyesel beli disini:),5
Trims... Udah nyampe.. Cpt yaaa.,5
"Tenda AC6 AC1200 Smart Dual-Band Wireless Router sudah diterima dalam kondisi baik, sesuai deskripsi, sesuai dengan yang dipesan, good response &amp; berfungsi dengan baik. Terima kasih..",5
"Saya Memakai jasa JNE YES dari tanggal 6 Februari 2019 sampai tanggal 9 Februari... Sama seperti lamanya pengiriman yang biaya lebih murah...
Saya Kecewa",1
"Dengan tidak mengurangi rasa hormat terhadap penjual. Tapi kelima IC ini palsu. Tidak bisa berfungsi mengantikan IC yg asli. Sekali mohon maaf saya tahu ini bukan salah penjual, pemalsuan semikonduktor sering terjadi belakangan ini yg berasal dari pabrikan.",1
"sudah tiba tapi belum dicoba, Makasih  dan Sukses",4
"Barang sesuai deskripsi. Dari sisi fungsional, kualitas barang kurang baik mungkin krn ini harganya murah. Lampu keypad hanya menyala sebagian, batre longgar sehingga harus diganjal (sy pakai kertas) agar dapat berfungsi, batre hanya tahan 1 hari (pagi - malam), kualitas suara kurang baik.
Klo layanan dari toko cukup baik.",2
Pengiriman barang lambat,2
Pelayanan cepat &amp; ramah,5
Barang keren. Respon seller cepat. Trm ksh.,5
"Cepet sampai, barang mulus dan baru, Thx ya Bata, diperbanyak yg ukuran nomor 40.",5
"barang sudah diterima dengan baik,  terima kasih",4
Pengiriman dan respon super cepat. Tpi barang tidak sesuai gambar dan tidak kuat untuk menembus jok motor.,2
Brg bagus.. Pertama agan na krm barang na gk dpt isi staples na gr2 kesalahan pabrik yg mn msh segel tp isi staples na gk ad.. Lngsng komplain lwt tokopedia..  agan na lngsng mnt krm balik n brg d krm yg sesuai.. Ongkir bulak balik d tanggung ama agan na.. Thx bgtt gan.. Bnr2 recomended seller..,5
"Barang oke , seller rekomen deh",5
"Framenya clunky. Tombol mappingnya gabener , o jadi segitiga .dll 
Yah budget gaming boz.",2
Coil brush nya blm dikirim,1
orderan perdana. barang cepat sampai kwalitas oke. suwun,5
Kecewa dengan hp nya.. Ternyata suara nada dering nya aneh.. Tidak layaknya hp samsung.,1
"Mantap, barang sesuai diskripsi. Tq Bos",5
"proses cepat. tidak mengecewakan. recomended seller deh, hehe",4
pesan 24 nyampai tujuan tgl 29 lama banget bro padahal pakai jne yes,1
Ga sesuai kaya barang loakan,1
Kirimnya ga sesuai pesen warna biru dikirim warna putih....... kecewa -_-,1
"Kualitas karet sangat tipis, pantulan bola oleh kayu bet terdengar keras",2
"Pengiriman cepat, barang sesuai pesanan",5
pesanan udah di terima ...trims gan,4
"ssuai gambar, admin nya responsif jg, mantab deh",5
produk yg dikirim kualitas jelek sekali,1
Dibagian kantong sebelah kirinya robek :((((,2
Barang sesuai harga. Proses cepat.. terimakasih,4
"Terimakasih,,, Barangnya sudah sampai sesuai dengan keinginan.",5
"barang tiba dengan selamat,makasih",4
"kepuasan saya memaksa saya memberikan 5 bintang dari respon dan kecepatan pengiriman salut bahkan terkirim dalam hitungan jam.
tidak perlu di ragukan dalam hal suara dari sonic gear, dari kejernihan suara yang di hasilkan. sukses terus untuk multi komputer ???",5
"Hasil staples tidak rapat pada bidang, mungkin dapat produk cacat..hadeeuh",1
"APA YANG MAU SAYA ULAS, PRODUK INI TIDAK JADI DIKIRIM OLEH PENJUAL, !!!

Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",1
Pesan 3..patah 2 .. packing kurang aman,2
"Tidak bisa nyala,hpnya gk mau nyala",1
informasi pengiriman tidak sesuai.......,2
"Bagus,  sesuai deskripsi dan gambar... 

5 stars on your pocket...",5
"Beli 2pc, 1 ok, 1 lagi= suara masuk ada, suara keluar ngak ada. Tidak di cek brg nya sebelum kirim",1
Masa saya nunggu seminggu baru barang nya datang,1
"Headset tidak bisa conek satu,beli 2 yg satu ngga kepake",1
penjualnya kurang peka terhadap komplainan dari CS sehingga mengecewakan pelanggan,2
Penjual tidak mau menanggapi keluhan kerusakan barang pembeli,1
"Barang sudah diterima dan tidak sesuai dgn ukurannya, ukuran XL anak2",2
Kecewa berat. Lebih layak jadi HP mainan,1
"barang sdh sampai dan berfungsi normal, hrg bersahabat",5
"baru diterima sesuai foto, lalu dicharge, pas balik2 baterai sdh menggelembung dan sdh rusak total, terima kasih",1
Suara maksimal masih terlalu kecil. Sudah dicharge lama tapi maksimal 40%. Baterai tidak tahan lama,2
Kualitas barang kurang bagus,2
Makasi Sesuai pesanan tp jamnya ternyata kecil ya,4
"thx . packing rapi dan aman, barang sampai dgn selamat . semua berfungsi baik",5
Anaknya suka bangets pas n sesuai deskripsi,5
Produk out of stock dipakai nomor resi produk pengiriman sebelumnya. Saya sampai curiga sama tetangga dan kurir JNE. Memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan saya dengan orang lain tidak baik. Mohon diperbaiki ke depannya.,1
barangnya sih cepat sampai tapi tidak bisa berfungsi/rusak,1
Barang sih cukup bisa digunakan tapi kirim barang tidak sesuai seharusnya warna hitam,2
"Barang yg diterima beda dgn yg saya pesan,, bikin kecewa...???? 
Pdhl jelas nomor seri yg saya pesan beda dgn yg saya terima... Mulai dr case beda : case yg saya pesan ada warna gold di bagian depan, tapi yg saya terima case silver smua... 
Lalu strap juga warna beda &amp; pengait juga beda : yg saya pesan pengait bahan bukan webbing tapi macam stainless warna gold juga, tapi yg saya terima strap trnyta bahan webbing &amp; warna hitam...  
Pdhl harga lumayan... ????
Haduuhh,, payahh...????",1
Kiriman tepat waktu barang oke packing oke tp baterainya boros ya,4
"terima kasih gan, sudah dipakai dan berfungsi dgn baik :)",4
Dus penyok pengiriman lama ketika saya chat mau order si penjual past respon tapi ketika saya sudah membayar chatpun tak pernah di bls.kapok beli di sini  pembayaran dari tgl 24 baru di kirim tgl 28.biarlah bintang yg berbicara.,1
Udah di coba berbagai merek hp Kadang berpungsi kadang enggak.,1
terima kasih barang bagus dan cepat sampai.......,5
"bagus, bahan nyaman dan sesuai dg keinginan",5
"Jam tangannya cantik, original, packing aman, lengkap dengan case, tag harga dan buku garansi yg sudah di cap.
Dapat harga flash sale lagi. Tq..
Hanya dr jne tidak seperti biasa, jne yes seller kirim sabtu, senin blm dtg. Tp penantian sudah terbayar saat lihat jamnya :)",5
"barang nya bagus,tidak mengecewakan",2
Fast respon cuma barang tdk sesuai foto ok makasi ya,2
"barang yg ini kosong gak ada konfirmasi,barang yg lain lama d kirimnya",1
"Barang sesuai display, respon pelayanan dan pengiriman cepat",5
Brownnnn lucuuu .... gak dapat connie,5
Produk original.Harga murah.Layanan memuaskan.Packing sangat aman dan rapih.Seller fast respon.Pengirimannya jg cepat.Saya puas berbelanja di toko ini.Trima kasih,5
"Dear Handphone Tiam, Ah awalnya Saya udah senang dan excited banget karena response cepat banget walaupun pengiriman agak lama, tapi packaging juga rapi banget dan pake bubble wrap, tapi Pas dicoba produk samasekali gak Nyala, Gue teken sampe berjam2 Gak Nyala juga, Gue charge Gak Nyala juga, awalnya Gue Masih Gak mau suudzon tapi ini cuma jadi sampah karena produk Gak bisa dipakai, Boro2 dipakai Wong hidup juga kagak. Lain Kali tolong make sure barangnya works ya , it&#39;s okay untungnya harga gak seberapa coba kalau sampe ratusan ribu dan buat pembeli kecewa ?. Asli Gue kecewa banget pas udah buka paket yg packagingnya super oke ini.",1
"thx u barangnya sudah sampai sist,, bagus dan sesuai gambar,, sukses terus yaa",5
Barang sesuai deskripsi. Response seller cepat,5
"Keyboard uda diterima dan berfungsi dengan baik, tks",5
"Produk sesuai dengan deskripsi yang tertera, tapi keyboard toskhiba satellite c640 yang saya pesan tombol CAPLOCK tidak berfungsi.",2
"mantap la, warna ungu kek janda",5
Terima Kasih Barang sampai cepet sekali,4
"barang bagus pake banget
pengiriman mantttap",5
"Mantab, barangnya sesuai ekspetasi pelanggan...",5
tidak puas.........................,1
"mantapz..... 
quick respon,,,, 
recomended boss.....",5
Respon cepat dan tepat barang sesuai harga dan deskripsi..... good seller,5
Brg tiba dg selamat n berfungsi dg baik Moga2 awet lah,4
Sepertinya penjual tidak mengecek kondisi barang sebelum dikirim.barang yg saya terima tidak bisa dicas karena lubang cargernya gak pas dengan konektor,2
Hp nya gampang mati sendiri &amp; saya tanya ternyata rekondisi. Cuma ganti kesing. Barangnya bukan ORI Nokia charger maupun baterainya???? semoga sukses jualannya???,1
"respon cepat, packing rapi, belanja disini memuaskan",5
"barang telah sampai, sesuai dngan pesanan packingnya juga bagus",5
Produk jelek dipakai tapaknya lepas,1
Penjual tidak mengirim kelengkapan produk sesuai yg tertera di kemasan,2
"Sesuai foto aplikasi,semoga awet",5
ga sama dengan gambar,1
"suara ngga jernih ,,aga ngerebek",2
"Respon sangat baik,ramah,barang sesuai gambar bagus,dapat free sepatu cantik lagi.puas banget .moga sukses terus",5
gak bisa ditutup.. ukuran gak pas..,1
Jamnya ukuranya kecil jd ngk sesuai ekspetasi,2
"Barang sesuai, memuaskan, dan recommeded seller",5
maaf barang untuk slot simcard 1 tdk bisa konek/terhubung jaringan...baterai sudah dicas cepat habis...kalau mau diretur bs ga ya..makasih,1
barang tdk sesuai pesanan..mo retur hrs kirim ongkos retur.,1
"mantap respon cepat

recomanded",5
Terima kasih barang telah mendaray dgn selamat..,4
"tombol banyak yg macet bos,,lain kali tlng di cek dulu",2
Luarbiasa the power of online shop.. barang sesuai gambar.. proses nya cepat.. responnya apalagi.. kuy yg mau belanja ditoko ini jgn ragu.. senang belanja disini.. terimkaseeeee,5
Pelayanan cepat barangnya mantap,5
Kemasan jelek brg dicoba lsg copit benang2nya,1
"Udah order ternyata stok ga tersedia,  harusnya klo ga ada jangan dulu di pasang di etalasee",1
"barangnya bagus meski ga ada hologramnya, terima kasih banyak, semoga sukses",5
"barang udah d terima,tingal nyoba!",1
barang sesuai deskripsi dan pelayanan cepat. TOP lah.,5
Brg yg diterima tdk sesuai,1
"barangnya kosong, lain kali konfirmasikan dl dgn pembeli jgn lsg di refund",1
Salah ukuran............ Kurang diperhatikan bagi penjual,1
Thanks gan barangnya udah sampe,5
"Barang yg dikirim warna tidak sesuai dengan pemesanan, sangat tidak berkualitas",1
Bagus banget dehh. Walau dapet flash,5
"Bagus,  penjual responsif,  memuaskan",5
"Udah sampe,udh dicoba, lancar jaya gan

Thx, bs hari minggh juga..ktolong bgt",5
pelayanannya bagus dan pengirimannya cepat...,4
Langganan gua paling the best,5
barang sesuai terimakasih,5
"Barang sdh diterima, sesuai deskripsi , bagus..",5
"barang sudah diterima, terima kasih..............",5
"Mantaaapp Jiwa bos, Terima Kasih banyak ya...",5
"Proses barang lama, padahal lagi butuh :(",2
"Sdah dites ,baterai kuat 3 jam tes film",5
Brng sy pesan. Uang sy transfr tp brmg tdk sy trima. Jgn. Pesan pke wahana cargo. Tdk ad solusi dr toped ut mngembalikan uang saya,1
"Produk original, bisa dicharge, cari baterai thinkpad disini aja",5
terimakasih yah..barangnya sesuai yang diinginkan.,5
ga da suaranya parah bgt pengirimannya ga sesuai dgn ekstimasi,1
Kesesuaian dengan deskripsi kurang gk pake busa hanya pake kawat.,1
mantab ukuran pas bahan nyaman???,5
"ga guna, material jelek, ga bisa dipake krn ga muat di hidung, tajam di kuping...",1
Oke betul dpt bonus lagi,5
packingnya rapi dan aman,5
barang okay.. sesuai deskripsi dan pict.. thanks gan :),5
"Barang rusak semua, hp china bener2 payah,  sesuai harga kualitas jelek,  maklum lah,  harga beda 2x lipat dgn yg asli.",1
uda diterima. bagus sesuai keterangan. respond seller jg cepat,4
Analog kanan gak bisa berfungsi (maklum harganya kelewat murah),1
Kirain tipis ternyata tebel. Bahannya bagus. Ada tali pendek sm  tali panjang. ??????. Love lah pokonya,5
Sudah di terima Sepatu nya..pas di Anak saya..Terima Kasih dan Sukses Terus,5
"Barang yg saya terima bukan original nokia, kecewa.",2
"pesanan sudah tibah mbak?
terimah kasih",5
"Bintang 2 dulu krn barangnya rusak, mau retur. Masih nunggu rules dari seller",2
Cepet kirimnya. Barang di bungkus rapi. Tidak ada yang rusak,5
bagus sepatu nya sis.mksih iya sis,5
"Produk tidak berfungsi..tidak dapat menjangkau wifi yang hanya jarak 100M saja..

Saya kecewa..",1
Kabelnya putus ga konek.,1
"Pengirimnya lama, prosesnya juga lamaaaa",1
Karuan beli produk china aja...barange parah enteng kya krupuk suara speaker parah.layar kya mainan bocah,1
brg sdh ditrima... trims... tapi matrasnya licin,2
thx atas barangnya....mantap,4
"barang ga bs dipake, bukan krn rusak ato apa tp krn produk yg sampe bener2 ga sesuai sm yg dijual, kek dummy doang ga ada mekanisme tombolnya",1
"baterai cepat habis, lampu keypad tidak nyala semua...",1
"Di Catatan  penjual  berat 6 kg dgn harapan net lumayan  bagus  nyatanya  cuma 4kg berarti bahannya tipis  jaring tipis,  dijual  850 rb,  pen jual lain kwalitas sama di tokopedia 550 rb.",2
"barang rekondisi, tidak dicantumkan pada deskripsi",2
"Barang sesuai gambar, kualitas OK!",5
"Oke
Mantap,mantap nya mantap",5
"Tengkyu gan, barang sudah sampai dengan baik ^^",5
Produk sesuai pesanan dan berfungsi normal pengiriman cepat packing rapih,5
Ga nempel sama sekali.........,2
